sample_number,stage_number,stage_name,image_filename,detected_class,confidence,x1,y1,x2,y2,box_width,box_height,inference_time_ms
sample_003,5,full_appearance,5_full_appearance.jpg,traffic light,0.06174,1425.06,227.96,1515.35,289.34,90.29,61.38,141.68
sample_003,5,full_appearance,5_full_appearance.jpg,car,0.06147,546.97,476.78,590.09,505.2,43.12,28.42,141.68
sample_003,5,full_appearance,5_full_appearance.jpg,traffic light,0.05966,933.63,414.66,959.38,438.29,25.75,23.64,141.68
sample_003,5,full_appearance,5_full_appearance.jpg,traffic light,0.05603,725.3,317.03,744.83,344.85,19.53,27.82,141.68
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.91047,1315.57,446.87,1598.97,544.73,283.4,97.86,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,bus,0.82405,606.48,353.52,906.42,522.09,299.94,168.57,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.59666,842.42,455.81,1237.37,573.31,394.94,117.5,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.52451,1106.45,288.43,1136.17,380.36,29.72,91.93,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.4304,1078.38,291.68,1106.53,346.78,28.14,55.1,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.38356,1106.1,287.97,1134.32,356.34,28.22,68.37,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.27709,843.32,455.85,1236.73,574.07,393.41,118.22,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.21804,911.26,319.49,934.96,391.95,23.7,72.47,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.10917,456.67,359.16,472.68,383.57,16.0,24.41,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.06813,456.9,358.5,474.33,379.65,17.43,21.15,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.06207,910.05,319.28,931.81,390.54,21.76,71.26,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.05919,570.35,444.02,607.81,486.19,37.47,42.17,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,truck,0.05586,606.48,353.52,906.42,522.09,299.94,168.57,162.25
sample_004,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.05028,1079.14,287.7,1125.69,358.82,46.55,71.12,162.25
sample_004,3,full_occlusion,3_full_occlusion.jpg,car,0.88665,1117.69,447.42,1562.72,573.93,445.02,126.51,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,truck,0.62173,592.55,352.8,824.77,516.73,232.23,163.93,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.59863,1088.0,278.69,1119.36,354.64,31.36,75.95,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.39649,1061.99,281.43,1090.45,344.39,28.46,62.96,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,bus,0.31498,592.55,352.8,824.77,516.73,232.23,163.93,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.26578,891.86,315.18,915.4,388.41,23.54,73.23,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.22266,892.54,315.68,915.9,372.86,23.37,57.18,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.09417,890.95,316.16,910.67,378.37,19.72,62.21,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.08703,420.65,359.2,441.02,380.26,20.37,21.06,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,car,0.06349,545.1,445.03,595.16,493.02,50.06,47.99,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,person,0.0608,898.12,429.77,924.91,502.55,26.8,72.78,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.06014,1092.06,280.23,1122.64,369.8,30.58,89.57,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.05281,889.85,312.65,921.99,388.15,32.14,75.51,135.54
sample_004,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.0521,603.1,255.05,624.47,290.31,21.37,35.26,135.54
sample_004,5,full_appearance,5_full_appearance.jpg,car,0.91402,880.11,443.73,1188.8,540.21,308.68,96.48,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,car,0.88804,1438.5,439.47,1599.09,568.21,160.58,128.74,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,truck,0.72777,598.61,354.63,762.53,508.22,163.92,153.58,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,traffic light,0.39148,1076.92,271.16,1106.38,331.76,29.45,60.6,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,traffic light,0.37956,875.46,309.22,898.7,380.2,23.24,70.98,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,bus,0.15329,598.61,354.63,762.53,508.22,163.92,153.58,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,car,0.14303,525.37,438.92,583.88,487.34,58.5,48.42,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,traffic light,0.14198,1094.34,335.43,1123.12,366.03,28.78,30.6,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,traffic light,0.12926,396.87,351.32,415.91,372.36,19.05,21.04,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,traffic light,0.09867,1048.18,275.04,1070.2,333.55,22.02,58.52,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,traffic light,0.0857,1075.32,273.41,1127.31,366.19,51.99,92.78,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,traffic light,0.05882,887.92,314.05,913.49,369.45,25.57,55.4,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,traffic light,0.05704,875.55,313.31,895.44,381.6,19.9,68.29,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,traffic light,0.05672,396.42,350.59,426.41,419.92,29.99,69.33,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,traffic light,0.05671,1071.77,269.08,1115.4,365.94,43.63,96.86,160.04
sample_004,5,full_appearance,5_full_appearance.jpg,traffic light,0.05236,874.4,306.86,910.41,379.6,36.0,72.73,160.04
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,truck,0.87442,233.73,413.33,683.76,581.79,450.03,168.46,139.24
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.82041,0.04,471.62,161.61,550.57,161.57,78.95,139.24
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,truck,0.81543,776.9,390.42,1226.74,546.48,449.85,156.05,139.24
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.5675,1061.16,268.42,1090.62,335.19,29.46,66.77,139.24
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,truck,0.47033,628.31,386.94,711.05,484.24,82.74,97.31,139.24
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.21666,1031.89,270.75,1066.25,334.53,34.36,63.78,139.24
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,bus,0.11592,628.31,386.94,711.05,484.24,82.74,97.31,139.24
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.11253,371.63,352.55,390.14,373.84,18.51,21.29,139.24
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.1023,861.13,310.6,882.14,377.04,21.01,66.44,139.24
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.08337,368.73,350.85,389.75,375.74,21.02,24.89,139.24
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.06945,1062.23,270.58,1092.59,332.43,30.36,61.85,139.24
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.05652,1035.65,266.29,1093.31,338.63,57.67,72.35,139.24
sample_005,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.05582,1075.75,337.9,1098.2,367.44,22.45,29.54,139.24
sample_005,3,full_occlusion,3_full_occlusion.jpg,truck,0.47229,512.02,398.31,977.72,580.7,465.7,182.39,167.94
sample_005,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.37062,1062.45,271.09,1093.27,331.45,30.82,60.35,167.94
sample_005,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.31332,1061.66,269.15,1091.04,334.01,29.38,64.86,167.94
sample_005,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.30489,859.54,310.2,881.04,388.14,21.5,77.94,167.94
sample_005,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.25113,1032.1,271.69,1064.96,334.33,32.86,62.64,167.94
sample_005,3,full_occlusion,3_full_occlusion.jpg,bus,0.20081,512.02,398.31,977.72,580.7,465.7,182.39,167.94
sample_005,3,full_occlusion,3_full_occlusion.jpg,car,0.18338,512.02,398.31,977.72,580.7,465.7,182.39,167.94
sample_005,3,full_occlusion,3_full_occlusion.jpg,person,0.16152,949.28,400.7,983.51,485.29,34.23,84.59,167.94
sample_005,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.12336,372.25,352.42,390.12,373.82,17.87,21.4,167.94
sample_005,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.10878,1074.76,338.6,1097.31,367.69,22.55,29.1,167.94
sample_005,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.0961,368.98,350.86,389.75,374.89,20.77,24.03,167.94
sample_005,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.08602,1063.64,269.83,1095.19,367.84,31.55,98.01,167.94
sample_005,3,full_occlusion,3_full_occlusion.jpg,person,0.08155,359.95,440.25,391.31,510.55,31.36,70.3,167.94
sample_005,5,full_appearance,5_full_appearance.jpg,car,0.85986,1472.77,435.08,1599.29,541.23,126.52,106.15,166.25
sample_005,5,full_appearance,5_full_appearance.jpg,truck,0.80995,364.12,397.18,775.86,550.38,411.75,153.2,166.25
sample_005,5,full_appearance,5_full_appearance.jpg,truck,0.6672,822.06,394.92,1320.26,576.95,498.21,182.03,166.25
sample_005,5,full_appearance,5_full_appearance.jpg,traffic light,0.5747,1060.68,268.95,1090.94,334.57,30.26,65.62,166.25
sample_005,5,full_appearance,5_full_appearance.jpg,traffic light,0.15905,1032.04,270.75,1065.85,334.15,33.81,63.4,166.25
sample_005,5,full_appearance,5_full_appearance.jpg,traffic light,0.15399,372.57,352.73,390.13,373.73,17.56,21.0,166.25
sample_005,5,full_appearance,5_full_appearance.jpg,car,0.15061,822.06,394.92,1320.26,576.95,498.21,182.03,166.25
sample_005,5,full_appearance,5_full_appearance.jpg,traffic light,0.11542,860.55,309.9,881.74,388.89,21.2,78.98,166.25
sample_005,5,full_appearance,5_full_appearance.jpg,bus,0.06688,822.06,394.92,1320.26,576.95,498.21,182.03,166.25
sample_005,5,full_appearance,5_full_appearance.jpg,traffic light,0.06428,369.71,351.52,389.93,374.45,20.22,22.93,166.25
sample_005,5,full_appearance,5_full_appearance.jpg,traffic light,0.05156,1076.13,336.58,1098.54,366.76,22.41,30.18,166.25
sample_005,5,full_appearance,5_full_appearance.jpg,traffic light,0.05094,1039.05,266.75,1094.0,336.74,54.95,69.99,166.25
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.92965,1253.1,432.41,1599.87,541.65,346.77,109.24,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.91487,590.48,453.63,981.76,584.56,391.28,130.93,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.89782,355.76,456.11,611.03,547.43,255.27,91.31,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.37927,1062.6,271.65,1093.5,332.01,30.9,60.36,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.3504,1061.74,269.37,1091.27,335.84,29.53,66.47,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.30017,1031.67,271.99,1064.79,333.92,33.13,61.93,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.14567,859.89,311.27,882.29,381.82,22.4,70.55,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.13208,1075.91,336.59,1098.51,368.56,22.59,31.97,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.12709,372.49,353.46,390.83,373.83,18.34,20.37,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.07879,369.09,351.9,389.78,374.78,20.69,22.88,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.07871,722.78,282.22,749.82,354.08,27.04,71.86,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.07523,1063.73,270.03,1095.72,368.58,31.99,98.55,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.06659,865.12,420.03,887.55,489.4,22.42,69.37,155.39
sample_006,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.05085,857.78,316.41,877.28,383.97,19.51,67.55,155.39
sample_006,3,full_occlusion,3_full_occlusion.jpg,car,0.91817,160.11,462.26,434.69,551.29,274.58,89.03,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,car,0.52418,927.41,441.94,1349.79,583.34,422.38,141.4,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,car,0.39884,925.33,442.44,1349.04,582.09,423.72,139.65,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,person,0.35541,865.13,422.57,889.52,497.3,24.38,74.73,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.3057,1062.7,271.36,1093.3,332.05,30.61,60.69,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.30375,1031.79,271.16,1064.95,333.28,33.15,62.12,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.27853,1061.71,268.99,1090.89,333.9,29.18,64.91,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.24109,1063.39,270.29,1095.42,367.79,32.03,97.5,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,car,0.19536,585.77,447.68,626.03,470.16,40.26,22.48,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.18043,860.42,311.8,881.11,380.34,20.69,68.54,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,car,0.17564,639.05,418.68,688.42,465.41,49.37,46.73,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.17347,372.43,353.8,390.51,375.2,18.08,21.4,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,truck,0.16641,639.05,418.68,688.42,465.41,49.37,46.73,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,car,0.16336,505.89,440.88,563.49,490.87,57.6,49.99,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,car,0.15988,577.98,446.53,618.92,471.16,40.94,24.63,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.12376,1075.78,337.1,1099.69,368.81,23.92,31.71,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.09272,369.84,352.26,389.61,376.43,19.76,24.17,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.07668,858.47,317.15,876.0,383.05,17.53,65.9,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,bus,0.06292,639.05,418.68,688.42,465.41,49.37,46.73,156.38
sample_006,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.05958,868.0,314.76,895.29,373.6,27.3,58.84,156.38
sample_006,5,full_appearance,5_full_appearance.jpg,car,0.93081,678.96,445.89,996.14,545.15,317.18,99.27,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,car,0.91732,0.0,469.6,247.95,554.18,247.95,84.58,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,car,0.90194,1274.06,437.57,1600.0,578.3,325.94,140.73,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,traffic light,0.37156,1062.39,271.16,1093.65,332.32,31.26,61.16,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,person,0.30878,312.36,455.32,340.79,523.96,28.42,68.64,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,traffic light,0.30692,1031.72,271.71,1065.12,333.21,33.4,61.49,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,traffic light,0.28278,1061.63,269.05,1091.31,335.32,29.68,66.27,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,car,0.25773,634.54,420.38,683.32,463.63,48.78,43.24,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,traffic light,0.20905,860.68,310.44,883.98,380.14,23.31,69.7,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,traffic light,0.20082,1063.7,270.01,1095.75,367.3,32.05,97.29,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,car,0.17369,581.56,442.87,627.05,470.5,45.49,27.63,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,person,0.16697,291.63,448.92,329.15,516.74,37.52,67.82,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,traffic light,0.14339,371.98,353.55,390.27,373.21,18.3,19.67,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,car,0.14172,575.33,441.46,624.49,471.38,49.16,29.92,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,traffic light,0.14117,1077.78,338.8,1098.43,368.4,20.64,29.6,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,car,0.10355,504.61,441.3,563.59,491.64,58.98,50.34,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,person,0.08946,317.72,456.67,344.09,517.23,26.36,60.56,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,traffic light,0.08267,368.8,352.3,389.0,373.19,20.2,20.89,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,person,0.06912,364.9,442.12,395.68,509.03,30.78,66.91,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,person,0.06884,362.92,446.44,390.41,509.92,27.49,63.48,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,car,0.06653,593.44,457.19,764.25,526.54,170.81,69.35,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,truck,0.05661,634.54,420.38,683.32,463.63,48.78,43.24,144.46
sample_006,5,full_appearance,5_full_appearance.jpg,traffic light,0.05585,866.8,313.13,896.19,375.19,29.39,62.05,144.46
sample_007,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.85986,1472.77,435.08,1599.29,541.23,126.52,106.15,135.2
sample_007,1,previous_no_occlusion,1_previous_no_occlusion.jpg,truck,0.80995,364.12,397.18,775.86,550.38,411.75,153.2,135.2
sample_007,1,previous_no_occlusion,1_previous_no_occlusion.jpg,truck,0.6672,822.06,394.92,1320.26,576.95,498.21,182.03,135.2
sample_007,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.5747,1060.68,268.95,1090.94,334.57,30.26,65.62,135.2
sample_007,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.15905,1032.04,270.75,1065.85,334.15,33.81,63.4,135.2
sample_007,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.15399,372.57,352.73,390.13,373.73,17.56,21.0,135.2
sample_007,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.15061,822.06,394.92,1320.26,576.95,498.21,182.03,135.2
sample_007,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.11542,860.55,309.9,881.74,388.89,21.2,78.98,135.2
sample_007,1,previous_no_occlusion,1_previous_no_occlusion.jpg,bus,0.06688,822.06,394.92,1320.26,576.95,498.21,182.03,135.2
sample_007,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.06428,369.71,351.52,389.93,374.45,20.22,22.93,135.2
sample_007,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.05156,1076.13,336.58,1098.54,366.76,22.41,30.18,135.2
sample_007,1,previous_no_occlusion,1_previous_no_occlusion.jpg,traffic light,0.05094,1039.05,266.75,1094.0,336.74,54.95,69.99,135.2
sample_007,3,full_occlusion,3_full_occlusion.jpg,car,0.90133,0.57,473.99,123.8,575.32,123.23,101.33,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,truck,0.76415,173.74,408.21,570.8,551.67,397.06,143.46,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,truck,0.50212,1152.11,382.0,1600.0,574.08,447.89,192.08,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,truck,0.42401,173.66,407.88,570.86,550.43,397.19,142.55,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,person,0.38601,864.64,420.99,888.8,497.0,24.16,76.01,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,truck,0.34425,644.89,398.13,713.12,477.44,68.23,79.3,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.34205,1061.49,268.81,1090.96,335.88,29.47,67.08,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.32237,1062.28,271.09,1093.14,332.29,30.86,61.21,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,bus,0.26768,644.89,398.13,713.12,477.44,68.23,79.3,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,bus,0.26297,1152.11,382.0,1600.0,574.08,447.89,192.08,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.21225,1032.53,271.38,1065.07,333.39,32.54,62.02,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,car,0.20072,1152.11,382.0,1600.0,574.08,447.89,192.08,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.17303,860.69,312.41,881.33,374.63,20.64,62.23,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.15063,372.29,352.83,390.69,375.11,18.4,22.29,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.12444,1077.35,337.51,1096.58,368.07,19.23,30.56,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.08706,369.13,350.93,389.45,375.48,20.32,24.55,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.07679,1068.46,367.38,1082.48,395.62,14.02,28.24,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,car,0.06287,644.89,398.13,713.12,477.44,68.23,79.3,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,car,0.06267,174.06,427.99,321.06,549.46,147.0,121.47,168.0
sample_007,3,full_occlusion,3_full_occlusion.jpg,traffic light,0.05167,858.12,320.0,876.83,382.55,18.71,62.55,168.0
sample_007,5,full_appearance,5_full_appearance.jpg,car,0.9118,35.05,465.82,357.83,577.37,322.77,111.55,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,car,0.90661,933.5,420.91,1266.34,543.27,332.84,122.36,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,person,0.56706,1261.39,418.06,1312.86,494.07,51.48,76.01,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,truck,0.49346,1492.25,377.52,1599.26,565.2,107.01,187.68,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,person,0.46906,865.17,422.54,889.73,496.91,24.55,74.37,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,car,0.42402,0.18,437.96,128.35,549.75,128.17,111.79,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,traffic light,0.39951,1062.54,270.54,1093.63,333.37,31.09,62.82,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,traffic light,0.31722,860.42,311.3,882.47,376.61,22.06,65.3,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,bus,0.3136,651.18,403.77,711.4,474.87,60.22,71.1,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,bus,0.26415,1492.25,377.52,1599.26,565.2,107.01,187.68,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,traffic light,0.25929,1032.48,270.94,1064.95,334.26,32.47,63.32,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,truck,0.24173,651.18,403.77,711.4,474.87,60.22,71.1,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,bicycle,0.22074,1249.3,453.05,1334.62,524.86,85.32,71.81,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,traffic light,0.2123,1061.68,268.69,1090.86,335.56,29.19,66.86,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,car,0.17666,506.12,440.71,562.25,491.07,56.13,50.36,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,bus,0.17391,651.15,402.59,710.94,475.69,59.79,73.1,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,traffic light,0.16805,372.54,353.63,390.14,375.29,17.59,21.66,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,truck,0.14301,651.15,402.59,710.94,475.69,59.79,73.1,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,traffic light,0.13795,1076.48,338.96,1097.14,367.69,20.66,28.73,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,car,0.1177,651.18,403.77,711.4,474.87,60.22,71.1,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,traffic light,0.11676,369.43,351.94,389.07,375.61,19.63,23.67,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,bicycle,0.10429,1253.71,420.93,1331.75,524.15,78.05,103.22,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,car,0.09726,1492.25,377.52,1599.26,565.2,107.01,187.68,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,car,0.09565,576.17,441.85,602.81,468.17,26.64,26.32,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,car,0.08092,619.18,450.85,642.83,467.67,23.65,16.81,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,person,0.07532,1255.73,417.69,1327.21,521.86,71.48,104.18,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,car,0.07059,51.86,435.85,124.31,477.7,72.45,41.84,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,traffic light,0.06673,858.9,316.8,877.43,383.19,18.53,66.39,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,car,0.06417,0.11,467.73,65.17,550.14,65.07,82.42,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,car,0.06363,602.24,447.01,627.35,467.32,25.12,20.31,157.41
sample_007,5,full_appearance,5_full_appearance.jpg,bicycle,0.05768,1262.76,474.29,1333.54,522.88,70.78,48.6,157.41
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.87458,214.65,477.45,726.75,808.58,512.1,331.13,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.54148,1128.31,557.03,1168.95,647.86,40.64,90.83,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.38331,746.84,542.67,775.27,635.01,28.43,92.34,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.36424,746.24,541.81,776.05,635.21,29.81,93.39,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.22579,49.17,488.09,227.64,622.17,178.47,134.09,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,person,0.19657,1054.72,536.92,1082.48,637.19,27.75,100.27,155.01
sample_011,1,previous_no_occlusion,1_previous_no_occlusion.jpg,car,0.16449,0.69,485.16,226.32,623.75,225.63,138.59,155.01
