clip,frame_number,timestamp,class,confidence,x1,y1,x2,y2,inference_time_ms,cache_key
clip_sample_001,21,1533151612012404,car,0.05093,858.75,466.5,900.45,500.74,91.42,b05728afe6893652c058783fcb4cd66653c37b271bca1eb13f243c9bcdb6fc48
clip_sample_001,22,1533151612112404,car,0.93065,1290.12,479.45,1600.0,774.39,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.87384,433.15,461.69,855.68,643.41,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.87314,212.53,498.14,418.66,595.82,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.60922,859.83,466.53,899.93,499.22,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.52999,987.21,465.55,1064.04,516.46,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.3144,424.73,469.0,558.53,605.67,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,person,0.29757,256.84,481.2,283.5,529.76,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.2061,910.31,462.71,960.36,489.09,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,person,0.1775,1227.03,457.13,1256.46,541.19,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.16917,1261.53,449.94,1308.59,492.79,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.16067,953.07,464.62,994.04,503.45,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.15927,923.69,463.51,967.0,496.56,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.14152,340.23,495.98,421.38,571.64,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.11462,1343.36,453.37,1395.3,479.32,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.10988,858.43,465.95,899.62,500.02,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.10553,963.64,463.5,1006.22,505.61,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,stop sign,0.08664,1302.24,409.15,1341.94,465.82,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,truck,0.08619,1380.29,377.38,1555.4,479.45,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.08039,1001.23,464.52,1060.9,505.27,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.07927,1264.87,447.68,1307.77,491.24,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.07765,767.33,459.82,800.9,487.57,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,traffic light,0.06308,1298.65,263.87,1337.06,315.35,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.06076,858.41,470.58,899.4,499.51,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.06045,951.23,462.17,1003.38,505.54,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.05928,808.36,466.13,842.41,489.24,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.05515,786.55,466.29,837.99,494.2,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,22,1533151612112404,car,0.05002,1255.36,446.59,1306.0,492.07,86.84,fc84e1302290e31419c3514ecf38ca8603c78e087ff2d7d71714c74b72654f8a
clip_sample_001,23,1533151612162404,car,0.93186,1293.98,478.96,1600.0,780.9,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.87851,207.03,497.58,419.79,595.37,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.84743,453.92,460.08,864.14,640.84,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.55454,859.59,466.59,899.32,499.2,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.53449,987.49,465.77,1064.03,517.16,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.23656,858.3,465.99,899.05,500.0,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,parking meter,0.21487,1306.33,409.3,1345.45,505.13,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.20032,925.85,463.46,966.73,497.1,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.19059,412.71,476.09,498.19,601.96,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.18655,910.5,463.52,958.78,489.84,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.17679,950.81,464.32,993.13,503.17,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.13577,421.29,469.39,587.2,608.15,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,person,0.11918,252.6,480.33,284.06,529.74,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.10427,1262.52,450.77,1311.46,494.48,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.10362,963.98,463.83,1008.0,506.38,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,traffic light,0.10352,498.56,414.21,513.0,436.21,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.09132,1347.41,453.44,1396.73,480.66,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.08539,465.53,458.64,863.77,639.59,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.08188,858.92,471.56,898.89,499.7,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.06972,335.55,496.84,420.48,571.86,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.06638,768.52,460.25,800.42,487.19,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.06284,951.81,467.38,995.0,508.6,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.05976,416.66,476.13,497.96,592.72,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.05873,806.57,466.21,841.12,491.05,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.05834,950.2,462.43,1001.09,505.77,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.05757,414.31,503.58,472.62,597.71,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.05551,414.05,502.79,467.75,601.47,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,23,1533151612162404,car,0.0541,413.47,478.09,497.81,527.88,89.37,8b6984d04487c687dece1d8bde1d93e90d95e32c4ffac0861a31c7caf89e5e0d
clip_sample_001,24,1533151612262404,car,0.91469,1299.54,481.02,1600.0,789.85,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.90547,486.04,462.83,880.6,636.52,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.88844,200.8,498.76,408.31,596.26,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.72972,402.19,481.78,524.63,604.39,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.49526,860.04,466.65,898.69,497.86,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.42867,859.22,465.9,898.43,499.05,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.34325,962.47,463.75,1063.17,518.47,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,parking meter,0.30815,1311.76,404.98,1351.58,503.89,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.29552,964.63,464.8,1064.69,517.32,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.18229,997.58,466.26,1064.14,517.26,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.17129,923.76,463.42,964.82,496.66,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.16548,909.28,463.48,958.45,490.38,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.13914,1258.32,451.71,1315.26,494.96,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.1281,447.4,482.12,522.9,522.98,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.12041,949.35,464.36,994.33,503.76,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,person,0.1074,245.05,481.34,271.43,532.79,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,person,0.10578,1228.41,459.71,1255.54,537.56,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.09614,802.73,466.46,840.35,498.79,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.07797,1459.61,441.11,1556.45,487.57,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.06358,774.9,464.06,839.74,499.77,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.06127,957.0,464.31,1013.28,509.46,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,person,0.05837,247.36,481.5,275.67,530.09,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.0564,331.21,496.45,405.81,544.19,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.05467,1153.67,464.29,1181.49,502.5,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,traffic light,0.05436,495.27,413.83,512.64,437.9,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,24,1533151612262404,car,0.05269,1254.62,455.81,1292.27,494.11,91.01,252f4ae8da55743610eea10096e0c49b2d163aec74f986a0f44676fae836a445
clip_sample_001,25,1533151612362404,car,0.91691,1305.91,483.49,1600.0,795.94,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.89228,525.94,463.93,895.47,632.93,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.88674,198.31,499.25,402.75,596.6,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.8539,386.07,482.56,560.32,608.47,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.50808,998.94,466.28,1064.59,518.64,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.45154,860.83,468.27,898.61,496.92,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.35438,858.08,466.71,897.73,498.17,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.34602,1283.36,453.05,1324.22,491.9,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.17684,1264.38,453.22,1323.61,493.95,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.17065,909.98,463.65,955.52,490.71,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.16753,638.3,444.87,697.88,470.85,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.15638,947.62,464.76,993.79,504.47,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,person,0.15043,1313.48,398.94,1360.15,579.53,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.15039,963.26,464.43,1011.1,508.98,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,person,0.12344,242.17,480.69,269.36,530.63,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.12257,325.34,497.46,402.57,539.74,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.11954,929.9,464.51,962.55,496.22,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.11228,1254.38,456.77,1291.48,494.18,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.10592,967.49,466.31,1007.73,513.25,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.10244,1224.52,453.16,1264.5,492.08,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.09628,1267.13,448.92,1324.13,493.01,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,person,0.09017,1229.94,456.87,1255.52,535.19,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.08439,951.15,466.94,994.43,510.03,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.08366,1284.43,452.35,1322.52,489.11,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.08049,444.29,481.48,508.73,523.34,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.07653,638.57,449.56,678.76,469.7,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.07363,1259.78,451.56,1301.92,493.53,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.06553,1381.73,421.67,1562.99,525.87,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.06237,805.48,464.39,845.7,499.28,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,traffic light,0.06062,494.94,416.53,512.06,437.54,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.05937,1385.1,471.33,1470.18,527.07,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.05858,458.58,486.62,507.73,521.03,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,truck,0.0582,1378.09,380.19,1564.41,525.47,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,25,1533151612362404,car,0.0524,950.13,461.79,1003.6,507.17,91.91,680e9086484b3937a3d4b391f0a365a05c7c998d58be972176e38041c610aa92
clip_sample_001,26,1533151612412404,car,0.91667,1311.02,485.51,1600.0,797.62,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.91191,543.73,460.77,900.41,632.31,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.87672,193.28,499.98,402.08,597.97,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.8494,382.84,483.89,575.84,610.47,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.46247,1001.41,466.85,1064.66,519.07,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.42714,1281.32,451.38,1326.38,493.3,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.38578,864.22,469.37,898.33,496.09,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.2504,636.0,447.55,696.15,472.9,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.23841,858.33,465.09,897.04,498.79,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.17928,907.58,463.56,961.1,492.63,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.15531,1253.6,457.67,1289.99,494.98,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.13972,927.81,464.77,964.69,496.56,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.13504,961.61,464.83,1013.85,510.45,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.13467,965.04,466.37,1010.42,514.56,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.13207,948.43,465.29,993.54,503.65,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.13017,1262.08,449.85,1326.38,494.44,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,person,0.11773,240.28,480.57,266.92,531.65,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.10433,1224.3,452.73,1261.96,492.55,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,traffic light,0.09007,493.27,416.08,511.91,438.92,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.08642,323.95,497.82,401.75,544.48,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.08477,1260.04,451.05,1293.54,493.59,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.079,1384.36,440.14,1565.62,523.45,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.07672,323.8,498.03,404.61,575.69,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.07385,1284.07,451.67,1324.84,489.97,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,traffic light,0.06922,490.68,413.83,505.61,436.97,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.06835,1183.72,461.66,1256.69,540.54,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.06819,951.72,467.82,996.23,510.94,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.06385,1386.88,470.98,1472.09,524.06,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.059,438.03,483.26,506.16,523.6,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.05474,451.52,487.58,512.33,522.43,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,26,1533151612412404,car,0.05007,1227.75,458.27,1259.85,496.66,89.61,db31d120055bc9ed13d33144c81bf147a081dd29f5637cac2c4e6ee79a8111a8
clip_sample_001,27,1533151612512404,car,0.90859,1320.74,488.36,1600.0,795.25,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,car,0.90041,368.69,485.48,593.88,615.22,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,car,0.89801,572.71,462.06,913.21,631.66,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,car,0.89502,187.2,498.21,399.28,601.03,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,car,0.51219,1285.46,452.1,1330.89,494.15,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,car,0.43817,994.55,467.7,1065.75,521.59,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,person,0.20542,1226.73,458.85,1258.01,546.62,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,car,0.18532,865.31,470.64,898.88,497.89,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,car,0.18447,905.84,464.77,958.59,494.61,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,car,0.17753,853.58,463.46,897.42,500.56,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,person,0.17188,1324.07,402.02,1371.75,583.41,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,car,0.15932,949.93,466.08,988.81,502.96,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,car,0.15239,1254.0,454.22,1289.99,496.79,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
clip_sample_001,27,1533151612512404,car,0.13788,930.53,465.63,963.99,498.1,91.07,0df29823abf1ef88ff2a3f06b47a50abeec057f204ca614bfcce6fbb7221442b
